13120914,K0USY DMRlink,Lawrence,KS,United States,,,,,,,,,
13120910,K0USY DMRlink,Lawrence,KS,United States,,,,,,,,,
13120911,K0USY DMRlink,Lawrence,KS,United States,,,,,,,,,
13120101,K0USY C-Bridge,Lawrence,KS,United States,,,,,,,,,
